№ рішення,Форма судового рішення,Дата ухвалення рішення,Дата набрання законної сили,Форма судочинства,№ судової справи,Назва суду,Суддя,Посилання
84834909,Вирок,08.10.2019,08.11.2019,Кримінальне,592/14088/19,Ковпаківський районний суд м. Суми,,/Review/84834909
84795532,Вирок,08.10.2019,07.11.2019,Кримінальне,129/2732/19,Гайсинський районний суд Вінницької області,,/Review/84795532
85417153,Вирок,08.10.2019,08.11.2019,Кримінальне,490/8558/19,Центральний районний суд м. Миколаєва,,/Review/85417153
85443052,Вирок,08.10.2019,08.11.2019,Кримінальне,490/8642/19,Центральний районний суд м. Миколаєва,,/Review/85443052
84762225,Вирок,07.10.2019,,Кримінальне,554/7427/19,Шевченківський районний суд міста Полтави,,/Review/84762225
84775199,Вирок,07.10.2019,07.11.2019,Кримінальне,317/2656/19,Запорізький районний суд Запорізької області,,/Review/84775199
84789329,Вирок,07.10.2019,07.11.2019,Кримінальне,285/994/19,Звягельський міськрайонний суд Житомирської області,,/Review/84789329
85228994,Вирок,07.10.2019,07.11.2019,Кримінальне,216/5190/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/85228994
84763807,Вирок,07.10.2019,07.11.2019,Кримінальне,564/1632/19,Костопільський районний суд Рівненської області,,/Review/84763807
84759772,Вирок,07.10.2019,,Кримінальне,363/2718/19,Вишгородський районний суд Київської області,,/Review/84759772
84759399,Вирок,07.10.2019,06.11.2019,Кримінальне,357/4349/19,Білоцерківський міськрайонний суд Київської області,,/Review/84759399
84762608,Вирок,07.10.2019,06.11.2019,Кримінальне,496/728/19,Біляївський районний суд Одеської області,,/Review/84762608
84744921,Вирок,04.10.2019,05.11.2019,Кримінальне,285/1389/19,Звягельський міськрайонний суд Житомирської області,,/Review/84744921
84871094,Вирок,04.10.2019,05.11.2019,Кримінальне,216/5320/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/84871094
84745100,Вирок,04.10.2019,05.11.2019,Кримінальне,295/9573/19,Богунський районний суд м. Житомира,,/Review/84745100
84736748,Вирок,04.10.2019,05.11.2019,Кримінальне,734/3149/19,Козелецький районний суд Чернігівської області,,/Review/84736748
84705517,Вирок,03.10.2019,05.11.2019,Кримінальне,296/5667/19,Корольовський районний суд м. Житомира,,/Review/84705517
84703674,Вирок,03.10.2019,05.11.2019,Кримінальне,204/6627/19,Чечелівський районний суд міста Дніпра,,/Review/84703674
84712072,Вирок,03.10.2019,05.11.2019,Кримінальне,127/16448/19,Вінницький міський суд Вінницької області,,/Review/84712072
84776234,Вирок,03.10.2019,05.11.2019,Кримінальне,445/490/19,Золочівський районний суд Львівської області,,/Review/84776234
84716990,Вирок,03.10.2019,05.11.2019,Кримінальне,303/6379/19,Мукачівський міськрайонний суд Закарпатської області,,/Review/84716990
84721154,Вирок,03.10.2019,05.11.2019,Кримінальне,587/1684/19,Сумський районний суд Сумської області,,/Review/84721154
84729079,Вирок,03.10.2019,04.11.2019,Кримінальне,132/3101/19,Калинівський районний суд Вінницької області,,/Review/84729079
84820942,Вирок,03.10.2019,04.11.2019,Кримінальне,569/12049/19,Рівненський міський суд Рівненської області,,/Review/84820942
85114595,Вирок,03.10.2019,04.11.2019,Кримінальне,521/12341/19,Хаджибейський районний суд міста Одеси,,/Review/85114595
84844335,Вирок,03.10.2019,05.11.2019,Кримінальне,216/5291/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/84844335
84719601,Вирок,03.10.2019,05.11.2019,Кримінальне,460/2920/19,Яворівський районний суд Львівської області,,/Review/84719601
84673083,Вирок,02.10.2019,04.11.2019,Кримінальне,285/1388/19,Звягельський міськрайонний суд Житомирської області,,/Review/84673083
84677954,Вирок,02.10.2019,,Кримінальне,554/7172/19,Шевченківський районний суд міста Полтави,,/Review/84677954
84689224,Вирок,02.10.2019,04.11.2019,Кримінальне,484/3834/19,Первомайський міськрайонний суд Миколаївської області,,/Review/84689224
84678445,Вирок,02.10.2019,04.11.2019,Кримінальне,564/2630/19,Костопільський районний суд Рівненської області,,/Review/84678445
84717361,Вирок,02.10.2019,02.11.2019,Кримінальне,317/2249/19,Запорізький районний суд Запорізької області,,/Review/84717361
84656581,Вирок,01.10.2019,01.11.2019,Кримінальне,748/2463/19,Чернігівський районний суд Чернігівської області,,/Review/84656581
84677909,Вирок,01.10.2019,31.10.2019,Кримінальне,554/5522/19,Шевченківський районний суд міста Полтави,,/Review/84677909
84651751,Вирок,01.10.2019,31.10.2019,Кримінальне,439/1066/19,Бродівський районний суд Львівської області,,/Review/84651751
84653478,Вирок,01.10.2019,01.11.2019,Кримінальне,490/6344/19,Центральний районний суд м. Миколаєва,,/Review/84653478
84672771,Вирок,01.10.2019,01.11.2019,Кримінальне,295/13259/19,Богунський районний суд м. Житомира,,/Review/84672771
84635712,Вирок,01.10.2019,01.11.2019,Кримінальне,204/6479/19,Чечелівський районний суд міста Дніпра,,/Review/84635712
84650724,Вирок,01.10.2019,01.11.2019,Кримінальне,317/2657/19,Запорізький районний суд Запорізької області,,/Review/84650724
84583922,Вирок,30.09.2019,31.10.2019,Кримінальне,274/1850/19,Бердичівський міськрайонний суд Житомирської області,,/Review/84583922
84652246,Вирок,30.09.2019,31.10.2019,Кримінальне,452/1941/19,Самбірський міськрайонний суд Львівської області,,/Review/84652246
84587730,Вирок,30.09.2019,31.10.2019,Кримінальне,564/1814/19,Костопільський районний суд Рівненської області,,/Review/84587730
84587739,Вирок,30.09.2019,31.10.2019,Кримінальне,564/653/19,Костопільський районний суд Рівненської області,,/Review/84587739
84584306,Вирок,30.09.2019,31.10.2019,Кримінальне,296/5568/19,Корольовський районний суд м. Житомира,,/Review/84584306
84604300,Вирок,30.09.2019,31.10.2019,Кримінальне,335/9660/19,Вознесенівський районний суд міста Запоріжжя,,/Review/84604300
84587724,Вирок,30.09.2019,31.10.2019,Кримінальне,564/1813/19,Костопільський районний суд Рівненської області,,/Review/84587724
84587784,Вирок,30.09.2019,31.10.2019,Кримінальне,564/1810/19,Костопільський районний суд Рівненської області,,/Review/84587784
84599560,Вирок,30.09.2019,30.10.2019,Кримінальне,636/3761/19,Чугуївський міський суд Харківської області,,/Review/84599560
84597567,Вирок,30.09.2019,30.10.2019,Кримінальне,127/20330/19,Вінницький міський суд Вінницької області,,/Review/84597567
86126655,Вирок,27.09.2019,,Кримінальне,760/18692/19,Солом'янський районний суд міста Києва,,/Review/86126655
84550527,Вирок,27.09.2019,29.10.2019,Кримінальне,734/2767/19,Козелецький районний суд Чернігівської області,,/Review/84550527
84565270,Вирок,27.09.2019,29.10.2019,Кримінальне,357/6633/19,Білоцерківський міськрайонний суд Київської області,,/Review/84565270
84574266,Вирок,27.09.2019,29.10.2019,Кримінальне,712/11757/19,Соснівський районний суд м. Черкаси,,/Review/84574266
84554800,Вирок,27.09.2019,29.10.2019,Кримінальне,303/2660/18,Мукачівський міськрайонний суд Закарпатської області,,/Review/84554800
84571706,Вирок,27.09.2019,29.10.2019,Кримінальне,564/1714/19,Костопільський районний суд Рівненської області,,/Review/84571706
84550183,Вирок,26.09.2019,,Кримінальне,734/3131/19,Козелецький районний суд Чернігівської області,,/Review/84550183
84522235,Вирок,26.09.2019,29.10.2019,Кримінальне,285/1651/19,Звягельський міськрайонний суд Житомирської області,,/Review/84522235
84519199,Вирок,26.09.2019,29.10.2019,Кримінальне,183/3156/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/84519199
84522317,Вирок,26.09.2019,29.10.2019,Кримінальне,285/1115/19,Звягельський міськрайонний суд Житомирської області,,/Review/84522317
84543127,Вирок,26.09.2019,29.10.2019,Кримінальне,734/3099/19,Козелецький районний суд Чернігівської області,,/Review/84543127
84834613,Вирок,26.09.2019,29.10.2019,Кримінальне,490/8041/19,Центральний районний суд м. Миколаєва,,/Review/84834613
84490490,Вирок,25.09.2019,26.10.2019,Кримінальне,295/13264/19,Богунський районний суд м. Житомира,,/Review/84490490
84637004,Вирок,25.09.2019,28.10.2019,Кримінальне,216/5089/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/84637004
84636982,Вирок,25.09.2019,28.10.2019,Кримінальне,216/5093/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/84636982
84636988,Вирок,25.09.2019,28.10.2019,Кримінальне,216/5091/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/84636988
84510497,Вирок,25.09.2019,26.10.2019,Кримінальне,748/1765/19,Чернігівський районний суд Чернігівської області,,/Review/84510497
84503390,Вирок,25.09.2019,,Кримінальне,757/28517/19-к,Печерський районний суд міста Києва,,/Review/84503390
84512732,Вирок,24.09.2019,24.10.2019,Кримінальне,554/6004/19,Шевченківський районний суд міста Полтави,,/Review/84512732
84689257,Вирок,24.09.2019,25.10.2019,Кримінальне,490/7469/19,Центральний районний суд м. Миколаєва,,/Review/84689257
84456373,Вирок,24.09.2019,25.10.2019,Кримінальне,183/3197/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/84456373
84491923,Вирок,24.09.2019,24.10.2019,Кримінальне,357/6104/19,Білоцерківський міськрайонний суд Київської області,,/Review/84491923
84491942,Вирок,24.09.2019,24.10.2019,Кримінальне,357/6112/19,Білоцерківський міськрайонний суд Київської області,,/Review/84491942
84502194,Вирок,24.09.2019,,Кримінальне,299/1580/19,Виноградівський районний суд Закарпатської області,,/Review/84502194
84893395,Вирок,24.09.2019,25.10.2019,Кримінальне,183/2029/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/84893395
84479385,Вирок,24.09.2019,25.10.2019,Кримінальне,748/2217/19,Чернігівський районний суд Чернігівської області,,/Review/84479385
84507543,Вирок,24.09.2019,25.10.2019,Кримінальне,490/7110/19,Центральний районний суд м. Миколаєва,,/Review/84507543
84636967,Вирок,23.09.2019,24.10.2019,Кримінальне,216/5092/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/84636967
84393561,Вирок,20.09.2019,22.10.2019,Кримінальне,303/4423/19,Мукачівський міськрайонний суд Закарпатської області,,/Review/84393561
84421864,Вирок,20.09.2019,21.10.2019,Кримінальне,357/2218/19,Білоцерківський міськрайонний суд Київської області,,/Review/84421864
84387409,Вирок,20.09.2019,22.10.2019,Кримінальне,734/3075/19,Козелецький районний суд Чернігівської області,,/Review/84387409
84460230,Вирок,20.09.2019,21.10.2019,Кримінальне,357/9221/19,Білоцерківський міськрайонний суд Київської області,,/Review/84460230
84400058,Вирок,20.09.2019,30.01.2020,Кримінальне,183/3964/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/84400058
84353822,Вирок,19.09.2019,22.10.2019,Кримінальне,748/1648/19,Чернігівський районний суд Чернігівської області,,/Review/84353822
84360624,Вирок,19.09.2019,22.10.2019,Кримінальне,564/1718/19,Костопільський районний суд Рівненської області,,/Review/84360624
84351932,Вирок,19.09.2019,22.10.2019,Кримінальне,490/6252/19,Центральний районний суд м. Миколаєва,,/Review/84351932
84352003,Вирок,19.09.2019,22.10.2019,Кримінальне,576/1620/19,Глухівський міськрайонний суд Сумської області,,/Review/84352003
84360487,Вирок,19.09.2019,22.10.2019,Кримінальне,564/1208/19,Костопільський районний суд Рівненської області,,/Review/84360487
84356477,Вирок,19.09.2019,22.10.2019,Кримінальне,285/2045/19,Звягельський міськрайонний суд Житомирської області,,/Review/84356477
84339434,Вирок,18.09.2019,19.10.2019,Кримінальне,317/803/19,Запорізький районний суд Запорізької області,,/Review/84339434
84339441,Вирок,18.09.2019,19.10.2019,Кримінальне,317/2655/19,Запорізький районний суд Запорізької області,,/Review/84339441
84354625,Вирок,18.09.2019,21.10.2019,Кримінальне,946/6514/19,Ізмаїльський міськрайонний суд Одеської області,,/Review/84354625
84337979,Вирок,18.09.2019,21.10.2019,Кримінальне,564/2153/19,Костопільський районний суд Рівненської області,,/Review/84337979
84332667,Вирок,18.09.2019,04.12.2019,Кримінальне,295/9932/19,Богунський районний суд м. Житомира,,/Review/84332667
84412173,Вирок,18.09.2019,22.10.2019,Кримінальне,753/16973/19,Дарницький районний суд міста Києва,,/Review/84412173
84328014,Вирок,18.09.2019,21.10.2019,Кримінальне,183/5148/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/84328014
84370812,Вирок,18.09.2019,21.10.2019,Кримінальне,303/5702/19,Мукачівський міськрайонний суд Закарпатської області,,/Review/84370812
84315676,Вирок,17.09.2019,18.10.2019,Кримінальне,607/15180/19,Тернопільський міськрайонний суд Тернопільської області,,/Review/84315676
84280978,Вирок,17.09.2019,17.10.2019,Кримінальне,734/3100/19,Козелецький районний суд Чернігівської області,,/Review/84280978
84331100,Вирок,17.09.2019,18.10.2019,Кримінальне,303/3871/19,Мукачівський міськрайонний суд Закарпатської області,,/Review/84331100
84301156,Вирок,17.09.2019,18.10.2019,Кримінальне,712/8023/19,Соснівський районний суд м. Черкаси,,/Review/84301156
84292139,Вирок,17.09.2019,18.10.2019,Кримінальне,183/5423/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/84292139
84300952,Вирок,17.09.2019,17.10.2019,Кримінальне,636/2690/19,Чугуївський міський суд Харківської області,,/Review/84300952
84299041,Вирок,17.09.2019,18.10.2019,Кримінальне,564/2426/19,Костопільський районний суд Рівненської області,,/Review/84299041
84373860,Вирок,17.09.2019,18.10.2019,Кримінальне,460/2175/19,Яворівський районний суд Львівської області,,/Review/84373860
84373743,Вирок,17.09.2019,18.10.2019,Кримінальне,460/2234/19,Яворівський районний суд Львівської області,,/Review/84373743
84373758,Вирок,17.09.2019,18.10.2019,Кримінальне,460/2174/19,Яворівський районний суд Львівської області,,/Review/84373758
84298962,Вирок,16.09.2019,16.10.2019,Кримінальне,554/7822/19,Шевченківський районний суд міста Полтави,,/Review/84298962
84270284,Вирок,16.09.2019,11.10.2019,Кримінальне,636/1844/19,Чугуївський міський суд Харківської області,,/Review/84270284
84277194,Вирок,16.09.2019,17.10.2019,Кримінальне,490/4721/19,Центральний районний суд м. Миколаєва,,/Review/84277194
84262576,Вирок,16.09.2019,17.10.2019,Кримінальне,183/3604/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/84262576
84298689,Вирок,16.09.2019,16.10.2019,Кримінальне,554/7902/19,Шевченківський районний суд міста Полтави,,/Review/84298689
84253098,Вирок,13.09.2019,15.10.2019,Кримінальне,636/2686/19,Чугуївський міський суд Харківської області,,/Review/84253098
84216092,Вирок,13.09.2019,16.10.2019,Кримінальне,490/7998/19,Центральний районний суд м. Миколаєва,,/Review/84216092
84270866,Вирок,13.09.2019,15.10.2019,Кримінальне,725/4278/19,Чернівецький районний суд міста Чернівців,,/Review/84270866
85380389,Вирок,13.09.2019,14.10.2019,Кримінальне,726/1510/19,Садгірський районний суд м. Чернівців,,/Review/85380389
84277571,Вирок,13.09.2019,16.10.2019,Кримінальне,577/2549/19,Конотопський міськрайонний суд Сумської області,,/Review/84277571
84190021,Вирок,12.09.2019,16.10.2019,Кримінальне,285/1672/19,Звягельський міськрайонний суд Житомирської області,,/Review/84190021
84194922,Вирок,12.09.2019,15.10.2019,Кримінальне,344/5321/19,Івано-Франківський міський суд Івано-Франківської області,,/Review/84194922
84164529,Вирок,11.09.2019,15.10.2019,Кримінальне,564/1061/19,Костопільський районний суд Рівненської області,,/Review/84164529
84167038,Вирок,11.09.2019,15.10.2019,Кримінальне,199/7300/19,Амур-Нижньодніпровський районний суд міста Дніпра,,/Review/84167038
84156654,Вирок,11.09.2019,15.10.2019,Кримінальне,129/2134/19,Гайсинський районний суд Вінницької області,,/Review/84156654
84135191,Вирок,10.09.2019,11.10.2019,Кримінальне,712/7342/19,Соснівський районний суд м. Черкаси,,/Review/84135191
84148318,Вирок,10.09.2019,11.10.2019,Кримінальне,607/19345/19,Тернопільський міськрайонний суд Тернопільської області,,/Review/84148318
84151463,Вирок,10.09.2019,,Кримінальне,676/2646/17,Хмельницький апеляційний суд,,/Review/84151463
84142948,Вирок,10.09.2019,10.10.2019,Кримінальне,636/2780/19,Чугуївський міський суд Харківської області,,/Review/84142948
84143182,Вирок,10.09.2019,10.10.2019,Кримінальне,636/2601/19,Чугуївський міський суд Харківської області,,/Review/84143182
84125505,Вирок,10.09.2019,11.10.2019,Кримінальне,285/2171/19,Звягельський міськрайонний суд Житомирської області,,/Review/84125505
84125508,Вирок,10.09.2019,11.10.2019,Кримінальне,285/2173/19,Звягельський міськрайонний суд Житомирської області,,/Review/84125508
84125509,Вирок,10.09.2019,11.10.2019,Кримінальне,285/2174/19,Звягельський міськрайонний суд Житомирської області,,/Review/84125509
84125520,Вирок,10.09.2019,11.10.2019,Кримінальне,285/2172/19,Звягельський міськрайонний суд Житомирської області,,/Review/84125520
84118934,Вирок,09.09.2019,10.10.2019,Кримінальне,734/2766/19,Козелецький районний суд Чернігівської області,,/Review/84118934
84159973,Вирок,09.09.2019,09.10.2019,Кримінальне,496/2066/19,Біляївський районний суд Одеської області,,/Review/84159973
84100010,Вирок,09.09.2019,10.10.2019,Кримінальне,285/1280/19,Звягельський міськрайонний суд Житомирської області,,/Review/84100010
84216255,Вирок,06.09.2019,08.10.2019,Кримінальне,490/7801/19,Центральний районний суд м. Миколаєва,,/Review/84216255
84116604,Вирок,06.09.2019,08.10.2019,Кримінальне,490/7807/19,Центральний районний суд м. Миколаєва,,/Review/84116604
84116353,Вирок,06.09.2019,08.10.2019,Кримінальне,490/6820/19,Центральний районний суд м. Миколаєва,,/Review/84116353
84243757,Вирок,06.09.2019,07.10.2019,Кримінальне,607/19616/19,Тернопільський міськрайонний суд Тернопільської області,,/Review/84243757
84064705,Вирок,06.09.2019,07.10.2019,Кримінальне,513/919/19,Саратський районний суд Одеської області,,/Review/84064705
84073109,Вирок,06.09.2019,08.10.2019,Кримінальне,285/1221/19,Звягельський міськрайонний суд Житомирської області,,/Review/84073109
84107348,Вирок,05.09.2019,07.10.2019,Кримінальне,569/15972/19,Рівненський міський суд Рівненської області,,/Review/84107348
84050997,Вирок,05.09.2019,07.10.2019,Кримінальне,636/2702/19,Чугуївський міський суд Харківської області,,/Review/84050997
84138910,Вирок,05.09.2019,07.10.2019,Кримінальне,390/948/19,Кропивницький районний суд Кіровоградської області,,/Review/84138910
84015961,Вирок,04.09.2019,04.10.2019,Кримінальне,357/2170/19,Білоцерківський міськрайонний суд Київської області,,/Review/84015961
84014745,Вирок,04.09.2019,05.10.2019,Кримінальне,274/1377/19,Бердичівський міськрайонний суд Житомирської області,,/Review/84014745
84026524,Вирок,04.09.2019,07.10.2019,Кримінальне,490/7112/19,Центральний районний суд м. Миколаєва,,/Review/84026524
84999730,Вирок,04.09.2019,,Кримінальне,308/8640/19,Ужгородський міськрайонний суд Закарпатської області,,/Review/84999730
84081238,Вирок,03.09.2019,03.10.2019,Кримінальне,577/1429/19,Конотопський міськрайонний суд Сумської області,,/Review/84081238
84081853,Вирок,03.09.2019,04.10.2019,Кримінальне,607/18489/19,Тернопільський міськрайонний суд Тернопільської області,,/Review/84081853
84003834,Вирок,03.09.2019,04.10.2019,Кримінальне,748/2065/19,Чернігівський районний суд Чернігівської області,,/Review/84003834
83986984,Вирок,03.09.2019,04.10.2019,Кримінальне,285/1543/19,Звягельський міськрайонний суд Житомирської області,,/Review/83986984
83996801,Вирок,03.09.2019,04.10.2019,Кримінальне,460/949/19,Яворівський районний суд Львівської області,,/Review/83996801
83959941,Вирок,02.09.2019,03.10.2019,Кримінальне,183/5274/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/83959941
83968461,Вирок,02.09.2019,03.10.2019,Кримінальне,490/7111/19,Центральний районний суд м. Миколаєва,,/Review/83968461
83959437,Вирок,02.09.2019,03.10.2019,Кримінальне,183/5149/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/83959437
83973598,Вирок,02.09.2019,03.10.2019,Кримінальне,734/1863/19,Козелецький районний суд Чернігівської області,,/Review/83973598
83962238,Вирок,02.09.2019,,Кримінальне,357/7713/19,Білоцерківський міськрайонний суд Київської області,,/Review/83962238
84954282,Вирок,02.09.2019,03.10.2019,Кримінальне,569/15038/19,Рівненський міський суд Рівненської області,,/Review/84954282
83932598,Вирок,30.08.2019,30.09.2019,Кримінальне,175/3170/19,Дніпровський районний суд Дніпропетровської області,,/Review/83932598
83969249,Вирок,30.08.2019,30.09.2019,Кримінальне,607/9378/19,Тернопільський міськрайонний суд Тернопільської області,,/Review/83969249
83902991,Вирок,29.08.2019,30.09.2019,Кримінальне,183/218/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/83902991
83949027,Вирок,29.08.2019,01.10.2019,Кримінальне,734/2636/19,Козелецький районний суд Чернігівської області,,/Review/83949027
83873513,Вирок,28.08.2019,28.09.2019,Кримінальне,554/6003/19,Шевченківський районний суд міста Полтави,,/Review/83873513
83886336,Вирок,28.08.2019,28.09.2019,Кримінальне,554/6001/19,Шевченківський районний суд міста Полтави,,/Review/83886336
83886372,Вирок,28.08.2019,04.09.2019,Кримінальне,554/6017/19,Шевченківський районний суд міста Полтави,,/Review/83886372
83886577,Вирок,28.08.2019,28.09.2019,Кримінальне,554/5120/19,Шевченківський районний суд міста Полтави,,/Review/83886577
83849383,Вирок,27.08.2019,27.09.2019,Кримінальне,161/10069/19,Луцький міськрайонний суд Волинської області,,/Review/83849383
83853456,Вирок,27.08.2019,27.09.2019,Кримінальне,295/12912/19,Богунський районний суд м. Житомира,,/Review/83853456
83861358,Вирок,27.08.2019,23.09.2019,Кримінальне,636/749/19,Чугуївський міський суд Харківської області,,/Review/83861358
83833853,Вирок,23.08.2019,23.09.2019,Кримінальне,554/681/19,Шевченківський районний суд міста Полтави,,/Review/83833853
83840021,Вирок,23.08.2019,23.09.2019,Кримінальне,636/1374/19,Чугуївський міський суд Харківської області,,/Review/83840021
83810765,Вирок,22.08.2019,23.09.2019,Кримінальне,638/3433/19,Шевченківський районний суд міста Харкова,,/Review/83810765
83837403,Вирок,22.08.2019,24.09.2019,Кримінальне,480/196/19,Миколаївський районний суд Миколаївської області,,/Review/83837403
83805168,Вирок,22.08.2019,24.09.2019,Кримінальне,460/841/19,Яворівський районний суд Львівської області,,/Review/83805168
83806338,Вирок,22.08.2019,24.09.2019,Кримінальне,591/3688/19,Зарічний районний суд м. Сум,,/Review/83806338
83810193,Вирок,22.08.2019,24.09.2019,Кримінальне,748/1984/19,Чернігівський районний суд Чернігівської області,,/Review/83810193
85789951,Вирок,22.08.2019,24.09.2019,Кримінальне,607/17307/19,Тернопільський міськрайонний суд Тернопільської області,,/Review/85789951
83786765,Вирок,21.08.2019,23.09.2019,Кримінальне,183/2897/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/83786765
83837164,Вирок,21.08.2019,23.09.2019,Кримінальне,569/7498/19,Рівненський міський суд Рівненської області,,/Review/83837164
83780680,Вирок,21.08.2019,23.09.2019,Кримінальне,576/1618/19,Глухівський міськрайонний суд Сумської області,,/Review/83780680
83786080,Вирок,21.08.2019,23.09.2019,Кримінальне,175/3045/19,Дніпровський районний суд Дніпропетровської області,,/Review/83786080
83814002,Вирок,21.08.2019,23.09.2019,Кримінальне,712/10191/19,Соснівський районний суд м. Черкаси,,/Review/83814002
84516569,Вирок,21.08.2019,20.09.2019,Кримінальне,504/1495/19,Доброславський районний суд Одеської області,,/Review/84516569
83814254,Вирок,21.08.2019,23.09.2019,Кримінальне,725/4344/19,Чернівецький районний суд міста Чернівців,,/Review/83814254
83789011,Вирок,21.08.2019,21.09.2019,Кримінальне,367/5606/19,Ірпінський міський суд Київської області,,/Review/83789011
83728312,Вирок,20.08.2019,20.09.2019,Кримінальне,183/416/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/83728312
83732540,Вирок,20.08.2019,20.09.2019,Кримінальне,303/5112/19,Мукачівський міськрайонний суд Закарпатської області,,/Review/83732540
83744973,Вирок,20.08.2019,20.09.2019,Кримінальне,701/1036/19,Маньківський районний суд Черкаської області,,/Review/83744973
83859554,Вирок,20.08.2019,20.09.2019,Кримінальне,521/12777/19,Хаджибейський районний суд міста Одеси,,/Review/83859554
83729066,Вирок,19.08.2019,19.09.2019,Кримінальне,183/3603/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/83729066
83709736,Вирок,19.08.2019,19.09.2019,Кримінальне,326/770/19,Шевченківський районний суд м. Запоріжжя,,/Review/83709736
83715662,Вирок,19.08.2019,19.09.2019,Кримінальне,734/2959/19,Козелецький районний суд Чернігівської області,,/Review/83715662
83743522,Вирок,19.08.2019,19.09.2019,Кримінальне,748/1923/19,Чернігівський районний суд Чернігівської області,,/Review/83743522
83727844,Вирок,19.08.2019,19.09.2019,Кримінальне,204/4627/19,Чечелівський районний суд міста Дніпра,,/Review/83727844
83715798,Вирок,19.08.2019,19.09.2019,Кримінальне,748/1065/19,Чернігівський районний суд Чернігівської області,,/Review/83715798
83705662,Вирок,19.08.2019,19.09.2019,Кримінальне,233/4756/19,Костянтинівський міськрайонний суд Донецької області,,/Review/83705662
83706288,Вирок,16.08.2019,17.09.2019,Кримінальне,361/5401/19,Броварський міськрайонний суд Київської області,,/Review/83706288
83715802,Вирок,16.08.2019,17.09.2019,Кримінальне,748/2113/19,Чернігівський районний суд Чернігівської області,,/Review/83715802
83688668,Вирок,16.08.2019,17.09.2019,Кримінальне,734/2228/19,Козелецький районний суд Чернігівської області,,/Review/83688668
86216714,Вирок,16.08.2019,17.09.2019,Кримінальне,357/8063/19,Білоцерківський міськрайонний суд Київської області,,/Review/86216714
83683328,Вирок,16.08.2019,,Кримінальне,490/3662/19,Центральний районний суд м. Миколаєва,,/Review/83683328
83711796,Вирок,15.08.2019,17.09.2019,Кримінальне,490/7157/19,Центральний районний суд м. Миколаєва,,/Review/83711796
83659545,Вирок,15.08.2019,17.09.2019,Кримінальне,607/15183/19,Тернопільський міськрайонний суд Тернопільської області,,/Review/83659545
83658508,Вирок,15.08.2019,17.09.2019,Кримінальне,576/1392/19,Глухівський міськрайонний суд Сумської області,,/Review/83658508
83738750,Вирок,15.08.2019,17.09.2019,Кримінальне,490/7255/19,Центральний районний суд м. Миколаєва,,/Review/83738750
83653179,Вирок,15.08.2019,17.09.2019,Кримінальне,303/5261/19,Мукачівський міськрайонний суд Закарпатської області,,/Review/83653179
83920662,Вирок,15.08.2019,17.09.2019,Кримінальне,589/1377/19,Шосткинський міськрайонний суд Сумської області,,/Review/83920662
83650647,Вирок,15.08.2019,16.09.2019,Кримінальне,285/860/19,Звягельський міськрайонний суд Житомирської області,,/Review/83650647
83635817,Вирок,14.08.2019,16.09.2019,Кримінальне,564/2114/19,Костопільський районний суд Рівненської області,,/Review/83635817
83635822,Вирок,14.08.2019,16.09.2019,Кримінальне,564/1716/19,Костопільський районний суд Рівненської області,,/Review/83635822
83635225,Вирок,14.08.2019,16.09.2019,Кримінальне,564/1717/19,Костопільський районний суд Рівненської області,,/Review/83635225
83639079,Вирок,14.08.2019,16.09.2019,Кримінальне,712/10250/19,Соснівський районний суд м. Черкаси,,/Review/83639079
83632950,Вирок,14.08.2019,16.09.2019,Кримінальне,484/3576/19,Первомайський міськрайонний суд Миколаївської області,,/Review/83632950
83633806,Вирок,14.08.2019,16.09.2019,Кримінальне,490/1122/19,Центральний районний суд м. Миколаєва,,/Review/83633806
83630471,Вирок,14.08.2019,12.09.2019,Кримінальне,375/1431/19,Рокитнянський районний суд Київської області,,/Review/83630471
83623598,Вирок,14.08.2019,16.09.2019,Кримінальне,199/6471/19,Амур-Нижньодніпровський районний суд міста Дніпра,,/Review/83623598
83662428,Вирок,14.08.2019,19.07.2019,Кримінальне,753/13191/19,Дарницький районний суд міста Києва,,/Review/83662428
83650212,Вирок,14.08.2019,16.09.2019,Кримінальне,216/3979/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/83650212
